event_index,user_id,session_id,step_index,timestamp,time_of_day,month,device,region,traffic,current_page,next_page,action,price,discounted_price,color,model_type
200,user_47,sess_40,0,2024-01-01T09:19:46Z,morning,january,tablet,us_east,paid_ads,home,product_details,click,972.4,826.54,blue,basic
201,user_47,sess_40,1,2024-01-01T09:22:31Z,morning,january,desktop,ap_south,paid_ads,product_details,search_results,hover,430.05,365.54,blue,basic
202,user_47,sess_40,2,2024-01-01T09:26:24Z,morning,january,tablet,eu_west,direct,search_results,product_details,hover,391.69,332.94,red,standard
203,user_47,sess_40,3,2024-01-01T09:27:08Z,morning,january,tablet,ap_south,organic,product_details,cart,add_to_cart,1077.76,916.1,red,standard
204,user_47,sess_40,4,2024-01-01T09:27:38Z,morning,january,mobile,us_east,organic,cart,product_details,view,197.17,167.59,red,standard
205,user_47,sess_40,5,2024-01-01T09:31:00Z,morning,january,mobile,ap_south,direct,product_details,cart,add_to_cart,1197.03,1017.48,blue,pro
206,user_47,sess_40,6,2024-01-01T09:34:24Z,morning,january,desktop,eu_west,paid_ads,cart,checkout,hover,469.38,398.97,blue,pro
207,user_47,sess_40,7,2024-01-01T09:37:01Z,morning,january,desktop,ap_south,direct,checkout,purchase,purchase,544.74,463.03,blue,basic
208,user_47,sess_40,8,2024-01-01T09:38:16Z,morning,january,tablet,eu_west,organic,purchase,exit,hover,1030.87,876.24,blue,basic
209,user_15,sess_41,0,2024-01-01T09:39:40Z,morning,january,mobile,ap_south,direct,home,exit,click,802.73,682.32,black,standard
210,user_85,sess_42,0,2024-01-01T09:42:52Z,morning,january,mobile,ap_south,paid_ads,home,product_details,hover,265.01,225.26,silver,standard
211,user_85,sess_42,1,2024-01-01T09:44:36Z,morning,january,mobile,us_east,organic,product_details,cart,add_to_cart,357.99,304.29,silver,standard
212,user_85,sess_42,2,2024-01-01T09:49:03Z,morning,january,tablet,us_east,organic,cart,exit,scroll,565.33,480.53,red,standard
213,user_39,sess_43,0,2024-01-01T09:52:41Z,morning,january,tablet,us_east,organic,home,search_results,click,892.78,758.86,black,pro
214,user_39,sess_43,1,2024-01-01T09:55:38Z,morning,january,mobile,ap_south,paid_ads,search_results,exit,hover,691.87,588.09,silver,standard
215,user_75,sess_44,0,2024-01-01T09:57:26Z,morning,january,mobile,ap_south,organic,home,product_details,view,561.02,476.87,silver,basic
216,user_75,sess_44,1,2024-01-01T10:00:16Z,morning,january,tablet,eu_west,organic,product_details,exit,hover,439.93,373.94,red,basic
217,user_32,sess_45,0,2024-01-01T10:02:11Z,morning,january,tablet,ap_south,organic,home,product_details,hover,1383.77,1176.2,silver,standard
218,user_32,sess_45,1,2024-01-01T10:06:43Z,morning,january,tablet,ap_south,paid_ads,product_details,exit,scroll,516.52,439.04,silver,standard
219,user_77,sess_46,0,2024-01-01T10:09:50Z,morning,january,mobile,us_east,paid_ads,home,search_results,view,889.57,756.13,black,standard
220,user_77,sess_46,1,2024-01-01T10:12:20Z,morning,january,desktop,ap_south,paid_ads,search_results,home,view,504.58,428.89,silver,pro
221,user_77,sess_46,2,2024-01-01T10:15:03Z,morning,january,desktop,eu_west,organic,home,product_details,click,277.29,235.7,silver,basic
222,user_77,sess_46,3,2024-01-01T10:15:48Z,morning,january,tablet,us_east,direct,product_details,exit,hover,209.82,178.35,red,standard
223,user_91,sess_47,0,2024-01-01T10:18:46Z,morning,january,desktop,ap_south,paid_ads,home,exit,scroll,654.47,556.3,silver,pro
224,user_13,sess_48,0,2024-01-01T10:21:44Z,morning,january,mobile,us_east,direct,home,search_results,scroll,791.21,672.53,blue,basic
225,user_13,sess_48,1,2024-01-01T10:25:15Z,morning,january,desktop,ap_south,paid_ads,search_results,home,scroll,1142.43,971.07,black,standard
226,user_13,sess_48,2,2024-01-01T10:28:10Z,morning,january,desktop,eu_west,direct,home,product_details,click,526.25,447.31,red,basic
227,user_13,sess_48,3,2024-01-01T10:28:36Z,morning,january,mobile,ap_south,direct,product_details,search_results,scroll,474.13,403.01,red,standard
228,user_13,sess_48,4,2024-01-01T10:29:15Z,morning,january,desktop,ap_south,organic,search_results,product_details,click,632.91,537.97,red,standard
229,user_13,sess_48,5,2024-01-01T10:30:25Z,morning,january,desktop,us_east,direct,product_details,search_results,click,315.42,268.11,green,pro
230,user_13,sess_48,6,2024-01-01T10:31:06Z,morning,january,desktop,ap_south,direct,search_results,product_details,view,626.66,532.66,green,basic
231,user_13,sess_48,7,2024-01-01T10:36:02Z,morning,january,mobile,us_east,organic,product_details,cart,add_to_cart,627.63,533.49,blue,pro
232,user_13,sess_48,8,2024-01-01T10:39:38Z,morning,january,mobile,us_east,paid_ads,cart,checkout,hover,517.12,439.55,blue,pro
233,user_13,sess_48,9,2024-01-01T10:44:13Z,morning,january,tablet,eu_west,direct,checkout,purchase,purchase,531.04,451.38,green,basic
234,user_13,sess_48,10,2024-01-01T10:48:53Z,morning,january,tablet,eu_west,organic,purchase,exit,hover,1165.26,990.47,green,standard
235,user_50,sess_49,0,2024-01-01T10:51:41Z,morning,january,tablet,ap_south,direct,home,exit,click,638.3,542.55,green,standard
236,user_60,sess_50,0,2024-01-01T10:52:04Z,morning,january,tablet,ap_south,paid_ads,home,search_results,hover,466.88,396.85,blue,pro
237,user_60,sess_50,1,2024-01-01T10:52:32Z,morning,january,tablet,us_east,paid_ads,search_results,exit,scroll,245.43,208.62,green,basic
238,user_61,sess_51,0,2024-01-01T10:54:14Z,morning,january,mobile,ap_south,organic,home,exit,click,275.42,234.11,green,pro
239,user_4,sess_52,0,2024-01-01T10:55:25Z,morning,january,tablet,us_east,direct,home,search_results,click,713.61,606.57,red,standard
240,user_4,sess_52,1,2024-01-01T10:59:56Z,morning,january,tablet,us_east,paid_ads,search_results,home,view,360.91,306.77,silver,pro
241,user_4,sess_52,2,2024-01-01T11:01:57Z,morning,january,desktop,us_east,direct,home,search_results,click,469.02,398.67,green,pro
242,user_4,sess_52,3,2024-01-01T11:06:44Z,morning,january,tablet,eu_west,organic,search_results,exit,hover,578.26,491.52,blue,standard
243,user_31,sess_53,0,2024-01-01T11:09:21Z,morning,january,desktop,ap_south,organic,home,search_results,hover,1185.85,1007.97,green,basic
244,user_31,sess_53,1,2024-01-01T11:13:46Z,morning,january,desktop,us_east,paid_ads,search_results,product_details,hover,912.21,775.38,blue,standard
245,user_31,sess_53,2,2024-01-01T11:18:39Z,morning,january,mobile,eu_west,organic,product_details,cart,add_to_cart,593.26,504.27,blue,pro
246,user_31,sess_53,3,2024-01-01T11:21:21Z,morning,january,tablet,eu_west,organic,cart,checkout,hover,1149.53,977.1,black,basic
247,user_31,sess_53,4,2024-01-01T11:23:19Z,morning,january,desktop,us_east,organic,checkout,purchase,purchase,846.83,719.81,black,basic
248,user_31,sess_53,5,2024-01-01T11:25:36Z,morning,january,mobile,us_east,direct,purchase,exit,scroll,229.79,195.32,blue,pro
249,user_42,sess_54,0,2024-01-01T11:29:52Z,morning,january,mobile,eu_west,paid_ads,home,purchase,irrational_jump,1124.12,955.5,red,pro
250,user_42,sess_54,1,2024-01-01T11:34:10Z,morning,january,desktop,ap_south,organic,purchase,exit,hover,477.17,405.59,green,basic
251,user_98,sess_55,0,2024-01-01T11:35:10Z,morning,january,mobile,eu_west,organic,home,product_details,view,781.61,664.37,silver,basic
252,user_98,sess_55,1,2024-01-01T11:35:43Z,morning,january,mobile,us_east,direct,product_details,exit,hover,1232.61,1047.72,black,standard
253,user_72,sess_56,0,2024-01-01T11:36:52Z,morning,january,mobile,ap_south,direct,home,exit,click,273.84,232.76,black,standard
254,user_34,sess_57,0,2024-01-01T11:38:45Z,morning,january,tablet,us_east,organic,home,search_results,hover,232.97,198.02,black,standard
255,user_34,sess_57,1,2024-01-01T11:41:52Z,morning,january,tablet,ap_south,direct,search_results,exit,scroll,531.03,451.38,silver,standard
256,user_54,sess_58,0,2024-01-01T11:46:30Z,morning,january,desktop,eu_west,organic,home,product_details,scroll,194.2,165.07,blue,standard
257,user_54,sess_58,1,2024-01-01T11:46:48Z,morning,january,desktop,ap_south,paid_ads,product_details,exit,hover,522.19,443.86,blue,basic
258,user_73,sess_59,0,2024-01-01T11:47:08Z,morning,january,desktop,eu_west,organic,home,search_results,view,655.82,557.45,blue,standard
259,user_73,sess_59,1,2024-01-01T11:50:50Z,morning,january,tablet,us_east,paid_ads,search_results,home,hover,341.26,290.07,silver,pro
260,user_73,sess_59,2,2024-01-01T11:53:36Z,morning,january,mobile,eu_west,paid_ads,home,exit,click,529.14,449.77,blue,basic
261,user_77,sess_60,0,2024-01-01T11:57:02Z,morning,january,mobile,ap_south,paid_ads,home,search_results,scroll,880.21,748.18,green,standard
262,user_77,sess_60,1,2024-01-01T11:57:58Z,morning,january,mobile,ap_south,paid_ads,search_results,product_details,view,418.83,356.01,green,standard
263,user_77,sess_60,2,2024-01-01T11:59:56Z,morning,january,mobile,ap_south,organic,product_details,search_results,click,367.29,312.2,green,basic
264,user_77,sess_60,3,2024-01-01T12:04:21Z,afternoon,january,mobile,ap_south,direct,search_results,product_details,click,517.53,439.9,red,standard
265,user_77,sess_60,4,2024-01-01T12:08:29Z,afternoon,january,tablet,us_east,direct,product_details,exit,hover,325.37,276.56,green,standard
266,user_32,sess_61,0,2024-01-01T12:08:45Z,afternoon,january,tablet,us_east,paid_ads,home,search_results,hover,1458.18,1239.45,silver,standard
267,user_32,sess_61,1,2024-01-01T12:09:30Z,afternoon,january,desktop,eu_west,organic,search_results,exit,view,555.69,472.34,black,basic
268,user_98,sess_62,0,2024-01-01T12:10:54Z,afternoon,january,desktop,eu_west,direct,home,product_details,click,384.8,327.08,silver,pro
269,user_98,sess_62,1,2024-01-01T12:14:22Z,afternoon,january,tablet,eu_west,organic,product_details,exit,scroll,607.64,516.49,blue,pro
270,user_22,sess_63,0,2024-01-01T12:19:12Z,afternoon,january,mobile,eu_west,direct,home,exit,view,516.16,438.74,blue,basic
271,user_86,sess_64,0,2024-01-01T12:24:05Z,afternoon,january,desktop,us_east,direct,home,product_details,click,488.87,415.54,green,standard
272,user_86,sess_64,1,2024-01-01T12:25:56Z,afternoon,january,tablet,eu_west,paid_ads,product_details,cart,add_to_cart,418.78,355.96,black,pro
273,user_86,sess_64,2,2024-01-01T12:26:19Z,afternoon,january,tablet,ap_south,paid_ads,cart,checkout,click,409.39,347.98,blue,basic
274,user_86,sess_64,3,2024-01-01T12:26:58Z,afternoon,january,tablet,us_east,organic,checkout,purchase,purchase,255.95,217.56,blue,basic
275,user_86,sess_64,4,2024-01-01T12:28:24Z,afternoon,january,tablet,ap_south,paid_ads,purchase,exit,hover,1081.41,919.2,green,basic
276,user_41,sess_65,0,2024-01-01T12:30:40Z,afternoon,january,desktop,eu_west,direct,home,search_results,scroll,728.41,619.15,blue,basic
277,user_41,sess_65,1,2024-01-01T12:31:26Z,afternoon,january,tablet,ap_south,direct,search_results,product_details,scroll,637.92,542.23,green,standard
278,user_41,sess_65,2,2024-01-01T12:36:25Z,afternoon,january,tablet,eu_west,paid_ads,product_details,cart,add_to_cart,512.15,435.33,green,pro
279,user_41,sess_65,3,2024-01-01T12:39:23Z,afternoon,january,tablet,eu_west,organic,cart,checkout,scroll,338.6,287.81,silver,standard
280,user_41,sess_65,4,2024-01-01T12:41:33Z,afternoon,january,mobile,ap_south,direct,checkout,purchase,purchase,374.06,317.95,blue,pro
281,user_41,sess_65,5,2024-01-01T12:45:21Z,afternoon,january,desktop,ap_south,organic,purchase,exit,scroll,268.13,227.91,green,basic
282,user_57,sess_66,0,2024-01-01T12:48:45Z,afternoon,january,desktop,ap_south,paid_ads,home,search_results,hover,395.16,335.89,red,pro
283,user_57,sess_66,1,2024-01-01T12:49:20Z,afternoon,january,desktop,us_east,direct,search_results,exit,scroll,317.92,270.23,black,basic
284,user_38,sess_67,0,2024-01-01T12:49:42Z,afternoon,january,mobile,ap_south,paid_ads,home,product_details,click,1269.22,1078.84,blue,basic
285,user_38,sess_67,1,2024-01-01T12:51:41Z,afternoon,january,desktop,eu_west,direct,product_details,cart,add_to_cart,848.44,721.17,blue,basic
286,user_38,sess_67,2,2024-01-01T12:56:29Z,afternoon,january,desktop,us_east,paid_ads,cart,checkout,click,567.52,482.39,silver,basic
287,user_38,sess_67,3,2024-01-01T13:00:44Z,afternoon,january,desktop,eu_west,organic,checkout,purchase,purchase,354.94,301.7,silver,basic
288,user_38,sess_67,4,2024-01-01T13:02:52Z,afternoon,january,desktop,us_east,organic,purchase,exit,click,325.04,276.28,silver,basic
289,user_42,sess_68,0,2024-01-01T13:05:04Z,afternoon,january,desktop,eu_west,paid_ads,home,search_results,hover,496.42,421.96,blue,pro
290,user_42,sess_68,1,2024-01-01T13:09:30Z,afternoon,january,tablet,ap_south,direct,search_results,product_details,scroll,867.55,737.42,green,pro
291,user_42,sess_68,2,2024-01-01T13:11:19Z,afternoon,january,tablet,us_east,organic,product_details,search_results,view,1418.41,1205.65,black,standard
292,user_42,sess_68,3,2024-01-01T13:11:58Z,afternoon,january,mobile,ap_south,organic,search_results,product_details,scroll,271.32,230.62,silver,standard
293,user_42,sess_68,4,2024-01-01T13:12:17Z,afternoon,january,tablet,ap_south,paid_ads,product_details,cart,add_to_cart,723.48,614.96,blue,standard
294,user_42,sess_68,5,2024-01-01T13:16:39Z,afternoon,january,mobile,us_east,paid_ads,cart,checkout,click,394.36,335.21,silver,basic
295,user_42,sess_68,6,2024-01-01T13:19:14Z,afternoon,january,tablet,ap_south,direct,checkout,purchase,purchase,427.96,363.77,green,basic
296,user_42,sess_68,7,2024-01-01T13:21:00Z,afternoon,january,tablet,ap_south,direct,purchase,exit,scroll,559.39,475.48,red,basic
297,user_45,sess_69,0,2024-01-01T13:23:31Z,afternoon,january,tablet,us_east,paid_ads,home,product_details,click,360.36,306.31,silver,basic
298,user_45,sess_69,1,2024-01-01T13:25:41Z,afternoon,january,mobile,eu_west,direct,product_details,search_results,view,484.5,411.82,blue,pro
299,user_45,sess_69,2,2024-01-01T13:29:09Z,afternoon,january,mobile,eu_west,direct,search_results,product_details,irrational_jump,346.82,294.8,green,basic
300,user_45,sess_69,3,2024-01-01T13:32:13Z,afternoon,january,tablet,us_east,organic,product_details,cart,add_to_cart,614.77,522.55,green,pro
301,user_45,sess_69,4,2024-01-01T13:34:16Z,afternoon,january,mobile,us_east,paid_ads,cart,checkout,hover,626.01,532.11,black,pro
302,user_45,sess_69,5,2024-01-01T13:36:54Z,afternoon,january,desktop,us_east,organic,checkout,purchase,purchase,711.05,604.39,black,standard
303,user_45,sess_69,6,2024-01-01T13:38:22Z,afternoon,january,desktop,us_east,paid_ads,purchase,exit,view,605.67,514.82,silver,pro
304,user_30,sess_70,0,2024-01-01T13:41:56Z,afternoon,january,tablet,ap_south,organic,home,search_results,scroll,870.52,739.94,silver,standard
305,user_30,sess_70,1,2024-01-01T13:46:27Z,afternoon,january,mobile,eu_west,paid_ads,search_results,product_details,scroll,373.05,317.09,silver,standard
306,user_30,sess_70,2,2024-01-01T13:50:05Z,afternoon,january,desktop,eu_west,organic,product_details,cart,add_to_cart,627.95,533.76,black,basic
307,user_30,sess_70,3,2024-01-01T13:53:22Z,afternoon,january,mobile,ap_south,direct,cart,checkout,click,138.67,117.87,green,standard
308,user_30,sess_70,4,2024-01-01T13:55:43Z,afternoon,january,tablet,ap_south,organic,checkout,purchase,purchase,254.79,216.57,silver,basic
309,user_30,sess_70,5,2024-01-01T13:59:17Z,afternoon,january,desktop,eu_west,direct,purchase,product_details,irrational_jump,813.59,691.55,blue,basic
310,user_30,sess_70,6,2024-01-01T14:00:24Z,afternoon,january,tablet,ap_south,direct,product_details,cart,add_to_cart,528.24,449.0,red,basic
311,user_30,sess_70,7,2024-01-01T14:01:31Z,afternoon,january,desktop,us_east,direct,cart,checkout,hover,298.0,253.3,red,standard
312,user_30,sess_70,8,2024-01-01T14:05:17Z,afternoon,january,mobile,ap_south,paid_ads,checkout,purchase,purchase,355.09,301.83,blue,basic
313,user_30,sess_70,9,2024-01-01T14:06:58Z,afternoon,january,desktop,us_east,organic,purchase,exit,hover,450.48,382.91,silver,basic
314,user_21,sess_71,0,2024-01-01T14:10:55Z,afternoon,january,desktop,us_east,paid_ads,home,search_results,hover,903.01,767.56,blue,basic
315,user_21,sess_71,1,2024-01-01T14:15:23Z,afternoon,january,mobile,eu_west,direct,search_results,exit,hover,409.17,347.79,green,basic
316,user_79,sess_72,0,2024-01-01T14:18:52Z,afternoon,january,desktop,eu_west,paid_ads,home,search_results,scroll,711.58,604.84,black,basic
317,user_79,sess_72,1,2024-01-01T14:20:49Z,afternoon,january,desktop,ap_south,paid_ads,search_results,product_details,hover,1122.56,954.18,green,basic
318,user_79,sess_72,2,2024-01-01T14:25:15Z,afternoon,january,desktop,eu_west,direct,product_details,cart,add_to_cart,728.6,619.31,black,pro
319,user_79,sess_72,3,2024-01-01T14:26:28Z,afternoon,january,tablet,ap_south,organic,cart,product_details,scroll,493.27,419.28,black,basic
320,user_79,sess_72,4,2024-01-01T14:30:39Z,afternoon,january,desktop,ap_south,direct,product_details,search_results,view,657.31,558.71,black,basic
321,user_79,sess_72,5,2024-01-01T14:32:05Z,afternoon,january,desktop,us_east,direct,search_results,product_details,click,403.67,343.12,silver,basic
322,user_79,sess_72,6,2024-01-01T14:36:25Z,afternoon,january,tablet,eu_west,paid_ads,product_details,cart,add_to_cart,570.14,484.62,green,standard
323,user_79,sess_72,7,2024-01-01T14:36:58Z,afternoon,january,mobile,us_east,paid_ads,cart,checkout,view,505.09,429.33,silver,standard
324,user_79,sess_72,8,2024-01-01T14:40:14Z,afternoon,january,tablet,ap_south,paid_ads,checkout,purchase,purchase,646.38,549.42,red,standard
325,user_79,sess_72,9,2024-01-01T14:43:53Z,afternoon,january,mobile,us_east,direct,purchase,exit,view,444.37,377.71,black,standard
326,user_28,sess_73,0,2024-01-01T14:48:29Z,afternoon,january,desktop,eu_west,direct,home,search_results,scroll,665.02,565.27,silver,standard
