event_index,user_id,session_id,step_index,timestamp,time_of_day,month,device,region,traffic,current_page,next_page,action,price,discounted_price,color,model_type,is_drifted,action_flag,rolling_cr,price_smooth,price_norm
5167,user_44,sess_1021,8,2024-01-10T09:18:35Z,morning,january,tablet,eu_west,organic,home,search_results,click,1285.92,1093.03,black,basic,1,0,0.02,2912.6977,-0.413617429445569
5168,user_44,sess_1021,9,2024-01-10T09:21:41Z,morning,january,tablet,us_east,paid_ads,search_results,product_details,click,1329.68,1130.23,black,pro,1,0,0.02,2917.9891,-0.3927895064039689
5169,user_44,sess_1021,10,2024-01-10T09:23:05Z,morning,january,mobile,us_east,organic,product_details,search_results,hover,1268.91,1078.57,silver,pro,1,0,0.02,2906.0616000000005,-0.4217134753993537
5170,user_44,sess_1021,11,2024-01-10T09:24:46Z,morning,january,tablet,eu_west,organic,search_results,home,hover,1230.53,1045.95,black,pro,1,0,0.02,2905.0383999999995,-0.43998074428273154
5171,user_44,sess_1021,12,2024-01-10T09:27:03Z,morning,january,tablet,us_east,direct,home,search_results,view,2854.0,2425.9,black,pro,1,0,0.02,2925.4881,0.3327228256520614
5172,user_44,sess_1021,13,2024-01-10T09:30:39Z,morning,january,mobile,ap_south,paid_ads,search_results,product_details,hover,2346.56,1994.58,silver,standard,1,0,0.02,2932.1433999999995,0.09120268698136755
5173,user_44,sess_1021,14,2024-01-10T09:33:56Z,morning,january,tablet,eu_west,paid_ads,product_details,search_results,view,1399.78,1189.81,black,basic,1,0,0.02,2920.4959000000003,-0.3594248490635629
5174,user_44,sess_1021,15,2024-01-10T09:36:21Z,morning,january,mobile,ap_south,paid_ads,search_results,product_details,scroll,1125.84,956.96,black,standard,1,0,0.02,2927.6551,-0.48980878960323243
5175,user_44,sess_1021,16,2024-01-10T09:36:59Z,morning,january,desktop,ap_south,paid_ads,product_details,,view,2677.6,2275.96,black,pro,1,0,0.02,2938.8428000000004,0.24876383057577572
5176,user_63,sess_1022,0,2024-01-10T09:38:08Z,morning,january,mobile,eu_west,direct,home,search_results,scroll,1704.62,1448.93,silver,basic,1,0,0.02,2949.7004,-0.21433380564488427
5177,user_63,sess_1022,1,2024-01-10T09:39:50Z,morning,january,desktop,eu_west,paid_ads,search_results,product_details,hover,901.74,766.48,blue,pro,1,0,0.02,2948.6781,-0.5964709823276974
5178,user_63,sess_1022,2,2024-01-10T09:42:03Z,morning,january,desktop,ap_south,organic,product_details,,click,540.93,459.79,black,pro,1,0,0.02,2938.1426,-0.7682013962362837
5179,user_3,sess_1023,0,2024-01-10T09:44:00Z,morning,january,tablet,eu_west,direct,home,product_details,hover,2993.89,2544.81,black,pro,1,0,0.02,2935.6299,0.3993045933460614
5180,user_3,sess_1023,1,2024-01-10T09:48:24Z,morning,january,desktop,eu_west,organic,product_details,search_results,click,3751.04,3188.38,black,pro,1,0,0.02,2958.2565999999997,0.7596762096839847
5181,user_3,sess_1023,2,2024-01-10T09:52:25Z,morning,january,desktop,eu_west,organic,search_results,product_details,hover,4208.42,3577.16,black,pro,1,0,0.02,2979.7499,0.9773698897746398
5182,user_3,sess_1023,3,2024-01-10T09:53:55Z,morning,january,tablet,ap_south,organic,product_details,checkout,irrational_jump,6845.37,5818.56,red,standard,1,0,0.02,3031.3252999999995,2.232447395820056
5183,user_3,sess_1023,4,2024-01-10T09:58:26Z,morning,january,tablet,ap_south,paid_ads,checkout,purchase,purchase,1541.72,1310.46,black,pro,1,0,0.02,3036.3655,-0.29186736742451536
5184,user_3,sess_1023,5,2024-01-10T10:01:05Z,morning,january,mobile,eu_west,organic,purchase,,hover,952.28,809.44,red,pro,1,0,0.02,3043.1589999999997,-0.5724160638971107
5185,user_17,sess_1024,0,2024-01-10T10:04:42Z,morning,january,desktop,us_east,paid_ads,home,,click,2626.67,2232.67,black,pro,1,0,0.02,3064.262,0.22452328851661918
5186,user_55,sess_1025,0,2024-01-10T10:08:31Z,morning,january,tablet,ap_south,organic,home,search_results,scroll,3648.54,3101.26,black,pro,1,0,0.02,3036.5159,0.710890512431608
5187,user_55,sess_1025,1,2024-01-10T10:12:24Z,morning,january,mobile,eu_west,paid_ads,search_results,product_details,hover,1252.45,1064.58,green,pro,1,0,0.02,3018.3838,-0.4295477444410525
5188,user_55,sess_1025,2,2024-01-10T10:17:22Z,morning,january,mobile,ap_south,paid_ads,product_details,search_results,hover,908.08,771.87,red,standard,1,0,0.02,3021.0771000000004,-0.5934534084683796
5189,user_55,sess_1025,3,2024-01-10T10:19:34Z,morning,january,mobile,ap_south,direct,search_results,,hover,678.78,576.96,black,standard,1,0,0.02,3025.51,-0.7025905829071114
5190,user_17,sess_1026,0,2024-01-10T10:23:12Z,morning,january,mobile,ap_south,paid_ads,home,search_results,scroll,5590.69,4752.09,silver,pro,1,0,0.02,3079.1507,1.6352723848092052
5191,user_17,sess_1026,1,2024-01-10T10:27:26Z,morning,january,mobile,eu_west,paid_ads,search_results,product_details,view,1314.38,1117.22,black,pro,1,0,0.01,3087.5959999999995,-0.40007166414017736
5192,user_17,sess_1026,2,2024-01-10T10:31:51Z,morning,january,tablet,eu_west,organic,product_details,,hover,3737.68,3177.03,black,pro,1,0,0.01,3121.3217,0.7533174105104067
5193,user_86,sess_1027,0,2024-01-10T10:35:56Z,morning,january,tablet,eu_west,direct,home,,view,850.54,722.96,black,basic,0,0,0.01,3127.7508,-0.620840033052787
5194,user_68,sess_1028,0,2024-01-10T10:36:45Z,morning,january,tablet,eu_west,direct,home,,hover,264.27,224.63,silver,standard,0,0,0.01,3127.4082,-0.8998799425957235
5195,user_29,sess_1029,0,2024-01-10T10:40:17Z,morning,january,mobile,eu_west,direct,home,,hover,2080.68,1768.58,black,pro,1,0,0.01,3137.8491999999997,-0.03534503190118824
479,user_101,sess_103,0,2024-01-01T21:08:18Z,night,january,tablet,us_east,paid_ads,home,,view,361.33,307.13,blue,standard,0,0,0.01,3117.6767,-0.8536834569828875
5196,user_26,sess_1030,0,2024-01-10T10:43:57Z,morning,january,tablet,ap_south,organic,home,product_details,view,6058.24,5149.5,black,pro,1,0,0.01,3173.5633999999995,1.85780655798334
5197,user_26,sess_1030,1,2024-01-10T10:46:42Z,morning,january,desktop,ap_south,paid_ads,product_details,search_results,hover,4311.46,3664.74,black,pro,1,0,0.01,3214.0788000000002,1.0264126043588828
5198,user_26,sess_1030,2,2024-01-10T10:49:19Z,morning,january,mobile,ap_south,paid_ads,search_results,product_details,scroll,6038.15,5132.43,black,basic,1,0,0.01,3244.4738999999995,1.848244561321874
5199,user_26,sess_1030,3,2024-01-10T10:53:53Z,morning,january,tablet,ap_south,organic,product_details,search_results,click,3778.61,3211.82,black,pro,1,0,0.01,3230.5416000000005,0.7727983723498193
5200,user_26,sess_1030,4,2024-01-10T10:57:26Z,morning,january,desktop,us_east,organic,search_results,product_details,scroll,2105.91,1790.02,black,pro,1,0,0.01,3210.805,-0.023336611006773905
5201,user_26,sess_1030,5,2024-01-10T10:57:57Z,morning,january,desktop,us_east,organic,product_details,search_results,click,2686.14,2283.22,black,pro,1,0,0.01,3218.8807,0.25282851208343715
5202,user_26,sess_1030,6,2024-01-10T11:01:29Z,morning,january,tablet,us_east,paid_ads,search_results,product_details,view,5282.02,4489.72,black,pro,1,0,0.01,3257.8943,1.488358422166365
5203,user_26,sess_1030,7,2024-01-10T11:02:44Z,morning,january,tablet,us_east,direct,product_details,search_results,hover,1537.17,1306.59,black,pro,1,0,0.01,3249.8767,-0.2940329764244989
5204,user_26,sess_1030,8,2024-01-10T11:03:31Z,morning,january,mobile,ap_south,paid_ads,search_results,product_details,hover,2583.27,2195.78,black,pro,1,0,0.01,3245.5756999999994,0.2038667103629298
5205,user_26,sess_1030,9,2024-01-10T11:06:44Z,morning,january,mobile,eu_west,paid_ads,product_details,search_results,hover,2414.05,2051.94,black,pro,1,0,0.01,3255.7556,0.12332509388442049
5206,user_26,sess_1030,10,2024-01-10T11:08:55Z,morning,january,mobile,us_east,paid_ads,search_results,product_details,click,3217.01,2734.46,black,pro,1,0,0.01,3273.8624999999993,0.5055003472089915
5207,user_26,sess_1030,11,2024-01-10T11:11:54Z,morning,january,mobile,eu_west,paid_ads,product_details,search_results,click,4579.41,3892.5,black,pro,1,0,0.01,3304.5627000000004,1.1539455563469254
5208,user_26,sess_1030,12,2024-01-10T11:14:19Z,morning,january,tablet,eu_west,organic,search_results,product_details,hover,5949.64,5057.19,black,pro,1,0,0.01,3345.4325,1.8061175167969195
5209,user_26,sess_1030,13,2024-01-10T11:14:36Z,morning,january,desktop,eu_west,organic,product_details,search_results,click,1713.6,1456.56,black,pro,1,0,0.01,3350.217,-0.21005970260755408
5210,user_26,sess_1030,14,2024-01-10T11:16:07Z,morning,january,desktop,us_east,direct,search_results,product_details,click,2172.0,1846.2,black,pro,1,0,0.01,3362.45,0.008119454665514822
5211,user_26,sess_1030,15,2024-01-10T11:20:30Z,morning,january,tablet,ap_south,paid_ads,product_details,,scroll,1801.29,1531.1,black,pro,1,0,0.01,3336.4650999999994,-0.16832294366061817
5212,user_84,sess_1031,0,2024-01-10T11:23:34Z,morning,january,tablet,eu_west,direct,home,search_results,scroll,542.31,460.96,silver,basic,0,0,0.01,3289.4883999999997,-0.767544574165959
5213,user_84,sess_1031,1,2024-01-10T11:27:57Z,morning,january,mobile,ap_south,paid_ads,search_results,home,hover,313.95,266.86,green,pro,0,0,0.01,3267.1681,-0.8762343480640349
5214,user_84,sess_1031,2,2024-01-10T11:32:17Z,morning,january,desktop,eu_west,paid_ads,home,,hover,661.37,562.16,silver,pro,0,0,0.01,3181.5161,-0.7108770120696859
5215,user_46,sess_1032,0,2024-01-10T11:36:52Z,morning,january,tablet,eu_west,organic,home,,scroll,992.81,843.89,black,pro,1,0,0.01,3120.0069999999996,-0.553125485266488
5216,user_7,sess_1033,0,2024-01-10T11:39:52Z,morning,january,tablet,ap_south,paid_ads,home,product_details,hover,6421.98,5458.68,black,pro,1,0,0.01,3164.8404000000005,2.0309315288963115
5217,user_7,sess_1033,1,2024-01-10T11:40:35Z,morning,january,tablet,eu_west,organic,product_details,search_results,view,1429.09,1214.73,black,pro,1,0,0.01,3164.8985,-0.34547451943949303
5218,user_7,sess_1033,2,2024-01-10T11:44:15Z,morning,january,tablet,us_east,direct,search_results,product_details,scroll,2206.86,1875.83,red,pro,1,0,0.01,3156.1957999999995,0.024711351311542763
5219,user_7,sess_1033,3,2024-01-10T11:45:01Z,morning,january,mobile,eu_west,organic,product_details,search_results,view,7640.25,6494.21,black,pro,1,0,0.01,3194.1784,2.6107769083270744
5220,user_7,sess_1033,4,2024-01-10T11:46:58Z,morning,january,desktop,eu_west,organic,search_results,product_details,click,3685.35,3132.55,black,pro,1,0,0.01,3139.6378000000004,0.7284105272204858
5221,user_7,sess_1033,5,2024-01-10T11:51:18Z,morning,january,desktop,ap_south,paid_ads,product_details,search_results,scroll,2604.22,2213.59,black,basic,1,0,0.01,3076.2494999999994,0.21383803092329356
5222,user_7,sess_1033,6,2024-01-10T11:55:32Z,morning,january,mobile,eu_west,direct,search_results,product_details,hover,13184.17,11206.54,black,pro,1,0,0.01,3161.2841000000003,5.249450105511437
5223,user_7,sess_1033,7,2024-01-10T11:57:18Z,morning,january,tablet,eu_west,organic,product_details,search_results,view,2912.62,2475.73,black,pro,1,0,0.01,3162.6486999999997,0.3606234849002012
5224,user_7,sess_1033,8,2024-01-10T12:01:55Z,afternoon,january,desktop,eu_west,organic,search_results,product_details,click,4483.33,3810.83,black,standard,1,0,0.01,3146.8005,1.1082155095956243
5225,user_7,sess_1033,9,2024-01-10T12:03:35Z,afternoon,january,desktop,us_east,organic,product_details,search_results,hover,2251.5,1913.77,black,pro,1,0,0.01,3133.6148,0.0459581174124803
5226,user_7,sess_1033,10,2024-01-10T12:07:12Z,afternoon,january,tablet,eu_west,direct,search_results,product_details,hover,2071.49,1760.77,black,pro,1,0,0.01,3136.7634000000003,-0.03971908612313308
5227,user_7,sess_1033,11,2024-01-10T12:09:46Z,afternoon,january,desktop,eu_west,paid_ads,product_details,search_results,hover,4625.42,3931.61,black,standard,1,0,0.01,3165.156,1.175844384937968
5228,user_7,sess_1033,12,2024-01-10T12:11:21Z,afternoon,january,desktop,ap_south,organic,search_results,product_details,view,8072.39,6861.53,black,basic,1,0,0.01,3218.0289000000002,2.816457407943095
5229,user_7,sess_1033,13,2024-01-10T12:14:19Z,afternoon,january,desktop,us_east,organic,product_details,search_results,scroll,2658.69,2259.89,black,pro,1,0,0.01,3189.5573000000004,0.2397634643802397
5230,user_7,sess_1033,14,2024-01-10T12:16:45Z,afternoon,january,mobile,us_east,organic,search_results,product_details,scroll,2002.36,1702.01,green,pro,1,0,0.01,3189.4531,-0.07262206418222389
5231,user_7,sess_1033,15,2024-01-10T12:17:28Z,afternoon,january,desktop,eu_west,direct,product_details,search_results,click,5536.84,4706.31,black,pro,1,0,0.01,3216.9997,1.6096420453258835
5232,user_7,sess_1033,16,2024-01-10T12:17:45Z,afternoon,january,tablet,ap_south,organic,search_results,product_details,scroll,2671.21,2270.53,black,pro,1,0,0.01,3172.6461,0.2457224588153593
5233,user_7,sess_1033,17,2024-01-10T12:21:30Z,afternoon,january,tablet,ap_south,direct,product_details,search_results,scroll,4029.53,3425.1,black,pro,1,0,0.01,3172.1821,0.8922257592236379
5234,user_7,sess_1033,18,2024-01-10T12:22:22Z,afternoon,january,mobile,ap_south,organic,search_results,product_details,view,2620.75,2227.64,black,pro,1,0,0.01,3115.1711000000005,0.22170561702653063
5235,user_7,sess_1033,19,2024-01-10T12:25:27Z,afternoon,january,tablet,ap_south,paid_ads,product_details,search_results,click,2832.91,2407.97,black,pro,1,0,0.01,3100.2317,0.3226848709686211
5236,user_7,sess_1033,20,2024-01-10T12:28:59Z,afternoon,january,mobile,eu_west,organic,search_results,product_details,click,2166.65,1841.65,black,pro,1,0,0.01,3065.7217000000005,0.0055730792479517805
5237,user_7,sess_1033,21,2024-01-10T12:29:29Z,afternoon,january,desktop,us_east,direct,product_details,search_results,hover,4691.93,3988.14,black,pro,1,0,0.01,3084.5442,1.207500352979486
5238,user_7,sess_1033,22,2024-01-10T12:31:04Z,afternoon,january,desktop,eu_west,organic,search_results,home,click,4091.89,3478.11,black,pro,1,0,0.01,3051.475,0.9219065014739619
5239,user_7,sess_1033,23,2024-01-10T12:32:23Z,afternoon,january,tablet,us_east,direct,home,search_results,click,4017.84,3415.16,black,pro,1,0,0.01,3044.0914000000002,0.886661809946757
5240,user_7,sess_1033,24,2024-01-10T12:36:01Z,afternoon,january,mobile,us_east,direct,search_results,,click,2359.93,2005.94,black,pro,1,0,0.01,3036.0062,0.09756624573516533
5241,user_82,sess_1034,0,2024-01-10T12:37:51Z,afternoon,january,tablet,eu_west,paid_ads,home,search_results,click,646.02,549.12,blue,standard,0,0,0.01,2976.7018,-0.7181829677069931
5242,user_82,sess_1034,1,2024-01-10T12:41:11Z,afternoon,january,tablet,eu_west,organic,search_results,product_details,hover,1449.7,1232.25,red,standard,0,0,0.01,2944.7554999999998,-0.3356650246066004
5243,user_82,sess_1034,2,2024-01-10T12:42:00Z,afternoon,january,desktop,eu_west,paid_ads,product_details,search_results,hover,332.01,282.21,black,basic,0,0,0.01,2914.8118000000004,-0.8676385461871771
5244,user_82,sess_1034,3,2024-01-10T12:42:25Z,afternoon,january,mobile,us_east,direct,search_results,,scroll,373.41,317.4,silver,standard,0,0,0.01,2913.5203,-0.8479338840774365
5245,user_53,sess_1035,0,2024-01-10T12:43:25Z,afternoon,january,tablet,eu_west,direct,home,search_results,scroll,1173.89,997.81,black,pro,1,0,0.01,2881.3164,-0.466939006647362
5246,user_53,sess_1035,1,2024-01-10T12:45:47Z,afternoon,january,desktop,us_east,paid_ads,search_results,,hover,1788.23,1520.0,blue,basic,1,0,0.01,2877.2169,-0.17453895542760392
5247,user_86,sess_1036,0,2024-01-10T12:50:23Z,afternoon,january,mobile,ap_south,paid_ads,home,search_results,view,320.88,272.75,red,pro,0,0,0.01,2819.6196,-0.8729359589717521
5248,user_86,sess_1036,1,2024-01-10T12:54:24Z,afternoon,january,mobile,eu_west,direct,search_results,home,hover,713.2,606.22,red,standard,0,0,0.01,2736.3563,-0.6862081077907523
5249,user_86,sess_1036,2,2024-01-10T12:59:22Z,afternoon,january,mobile,eu_west,paid_ads,home,product_details,view,225.51,191.68,silver,pro,0,0,0.01,2723.1889,-0.9183280755274515
5250,user_86,sess_1036,3,2024-01-10T13:00:33Z,afternoon,january,tablet,us_east,direct,product_details,,view,826.89,702.86,green,pro,0,0,0.01,2706.1349,-0.6320964402724819
5251,user_65,sess_1037,0,2024-01-10T13:05:25Z,afternoon,january,tablet,us_east,paid_ads,home,,irrational_jump,2028.2,1723.97,black,pro,1,0,0.0,2702.0819,-0.0603233088944051
5252,user_15,sess_1038,0,2024-01-10T13:07:57Z,afternoon,january,desktop,us_east,paid_ads,home,product_details,view,1442.72,1226.31,blue,pro,1,0,0.0,2667.3242999999998,-0.3389872115999818
5253,user_15,sess_1038,1,2024-01-10T13:09:09Z,afternoon,january,desktop,ap_south,paid_ads,product_details,,scroll,8389.37,7130.96,black,pro,1,0,0.0,2713.8108,2.9673265817485435
5254,user_92,sess_1039,0,2024-01-10T13:13:05Z,afternoon,january,mobile,us_east,organic,home,product_details,scroll,512.78,435.86,black,standard,0,0,0.0,2691.7761,-0.7815996145548633
5255,user_92,sess_1039,1,2024-01-10T13:14:09Z,afternoon,january,mobile,us_east,paid_ads,product_details,cart,add_to_cart,279.77,237.8,green,standard,0,1,0.01,2672.9303999999997,-0.8925025932551202
5256,user_92,sess_1039,2,2024-01-10T13:15:02Z,afternoon,january,desktop,eu_west,direct,cart,checkout,click,314.32,267.17,red,pro,0,0,0.01,2644.8951,-0.8760582435959043
5257,user_92,sess_1039,3,2024-01-10T13:16:30Z,afternoon,january,tablet,eu_west,paid_ads,checkout,purchase,purchase,527.27,448.18,green,basic,0,0,0.01,2609.5995000000003,-0.7747029828164541
5258,user_92,sess_1039,4,2024-01-10T13:21:13Z,afternoon,january,desktop,ap_south,paid_ads,purchase,,click,277.63,235.99,black,standard,0,0,0.01,2602.8519,-0.8935211434221454
480,user_13,sess_104,0,2024-01-01T21:08:43Z,night,january,tablet,eu_west,direct,home,search_results,view,1732.72,1472.81,red,basic,0,0,0.01,2604.9936000000002,-0.20095938522740334
481,user_13,sess_104,1,2024-01-01T21:10:16Z,night,january,tablet,us_east,paid_ads,search_results,checkout,irrational_jump,391.75,332.99,blue,pro,0,0,0.01,2593.1258000000003,-0.8392048139544259
482,user_13,sess_104,2,2024-01-01T21:14:57Z,night,january,mobile,ap_south,paid_ads,checkout,purchase,purchase,593.37,504.36,blue,standard,0,0,0.01,2574.8198,-0.7432421575639457
483,user_13,sess_104,3,2024-01-01T21:16:12Z,night,january,desktop,ap_south,organic,purchase,,scroll,698.41,593.65,blue,pro,0,0,0.01,2550.937,-0.6932475269357539
5259,user_71,sess_1040,0,2024-01-10T13:23:42Z,afternoon,january,mobile,eu_west,organic,home,,view,263.41,223.9,green,pro,0,0,0.01,2540.1977,-0.9002892664946215
5260,user_74,sess_1041,0,2024-01-10T13:25:13Z,afternoon,january,tablet,eu_west,direct,home,search_results,hover,647.18,550.1,red,basic,0,0,0.01,2504.4413,-0.7176308564015028
